,Net Profit Margin,Current Ratio,Debt-to-Equity,Date
2024-09-30,0.23971255769943867,1.1784080410512139,5.408779631255487,2024-09-30
2023-09-30,0.2530623426432028,1.241985258486572,4.673462491552152,2023-09-30
2022-09-30,0.2530964070519973,0.9555177471399238,5.961536943479634,2022-09-30
2021-09-30,0.2588179335569424,1.3569540752529272,4.563512442542399,2021-09-30
2020-09-30,,,,2020-09-30
