Date,Signal,Stock Returns,Strategy Returns,Cumulative Stock Returns,Cumulative Strategy Returns
2020-09-30,0,,,,
2021-09-30,-1,0.22968761620366496,0.0,1.229687616203665,1.0
2022-09-30,-1,-0.017848675475753972,0.017848675475753972,1.2077393210054923,1.0178486754757539
