Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2019-12-26 00:00:00-05:00,69.03199765223384,70.28263086453755,69.00291436301626,70.26566314697266,93121200,0.0,0.0
2019-12-27 00:00:00-05:00,70.558944715347,71.24970256939069,69.83183274194636,70.239013671875,146266000,0.0,0.0
2019-12-30 00:00:00-05:00,70.15660845568407,70.9394683422482,69.12895923468582,70.65589141845703,144114400,0.0,0.0
2019-12-31 00:00:00-05:00,70.27052288789162,71.17941285266416,70.17115003082196,71.1721420288086,100805600,0.0,0.0
2020-01-02 00:00:00-05:00,71.79987336808419,72.85661316556887,71.54538716413333,72.7960205078125,135480400,0.0,0.0
2020-01-03 00:00:00-05:00,72.02041625768727,72.8517455706424,71.86287686024052,72.0882797241211,146322800,0.0,0.0
2020-01-06 00:00:00-05:00,71.20607711333845,72.7014999191191,70.95400956000329,72.6627197265625,118387200,0.0,0.0
2020-01-07 00:00:00-05:00,72.67240156846412,72.9293138189329,72.10041048902463,72.32096862792969,108872000,0.0,0.0
2020-01-08 00:00:00-05:00,72.02285750459463,73.78731540018381,72.02285750459463,73.4843521118164,132079200,0.0,0.0
2020-01-09 00:00:00-05:00,74.46594249428365,75.23910531783788,74.21388238999704,75.04521179199219,170108400,0.0,0.0
2020-01-10 00:00:00-05:00,75.28034961553642,75.7820587978021,74.71077692527594,75.21490478515625,140644800,0.0,0.0
2020-01-13 00:00:00-05:00,75.53237147319368,76.84844195389402,75.4136048587464,76.82177734375,121532000,0.0,0.0
2020-01-14 00:00:00-05:00,76.75877365398091,76.96963489713302,75.66083510787959,75.78443908691406,161954400,0.0,0.0
2020-01-15 00:00:00-05:00,75.58329005054169,76.46794145974869,75.02583310750762,75.45967864990234,121923600,0.0,0.0
2020-01-16 00:00:00-05:00,76.0049896177802,76.51639538996747,75.64143374623438,76.40489959716797,108829200,0.0,0.0
2020-01-17 00:00:00-05:00,76.65454124150132,77.25319687439719,76.34673326538457,77.25077819824219,137816400,0.0,0.0
2020-01-21 00:00:00-05:00,76.87754828501977,77.32108332706851,76.58912661521823,76.72727966308594,110843200,0.0,0.0
2020-01-22 00:00:00-05:00,77.21444728071641,77.55619082400978,76.9066391826675,77.00116729736328,101832400,0.0,0.0
2020-01-23 00:00:00-05:00,77.05446622858818,77.45195017577431,76.5042802197772,77.3719711303711,104472000,0.0,0.0
2020-01-24 00:00:00-05:00,77.61919405852058,78.36569234251847,76.95751957755354,77.14899444580078,146537600,0.0,0.0
2020-01-27 00:00:00-05:00,75.14946006060305,75.56391189434235,73.89398158621754,74.88043212890625,161940000,0.0,0.0
2020-01-28 00:00:00-05:00,75.76504526001489,77.17079167416017,75.66567243400732,76.99871063232422,162234000,0.0,0.0
2020-01-29 00:00:00-05:00,78.637176402942,79.46123530184,77.89309658038103,78.61051177978516,216229200,0.0,0.0
2020-01-30 00:00:00-05:00,77.68950611492174,78.54991913980967,77.255660491632,78.49659729003906,126743200,0.0,0.0
2020-01-31 00:00:00-05:00,77.78402044785376,78.20816913725739,74.72045890317577,75.01615142822266,199588400,0.0,0.0
2020-02-03 00:00:00-05:00,73.75339487793374,75.98078201621831,73.24926711862054,74.81013488769531,173788400,0.0,0.0
2020-02-04 00:00:00-05:00,76.42188260936533,77.47135157736116,76.0147017269092,77.27987670898438,136616400,0.0,0.0
2020-02-05 00:00:00-05:00,78.41172803369497,78.7122725850679,77.30410009523256,77.91002655029297,118826800,0.0,0.0
2020-02-06 00:00:00-05:00,78.18148791656665,78.82376854121485,77.62161241012203,78.82134246826172,105425600,0.0,0.0
2020-02-07 00:00:00-05:00,78.31845426530488,78.56868819994995,77.25678206283877,77.74996185302734,117684000,0.1925,0.0
2020-02-10 00:00:00-05:00,76.32871506198767,78.11922454833984,76.24854620453041,78.11922454833984,109348800,0.0,0.0
2020-02-11 00:00:00-05:00,78.61729312283484,78.6901739257034,77.42928413723492,77.64793395996094,94323200,0.0,0.0
2020-02-12 00:00:00-05:00,78.09979248720818,79.49673094210661,78.09979248720818,79.49187469482422,113730400,0.0,0.0
2020-02-13 00:00:00-05:00,78.76061799356015,79.25379778682812,78.55654436332367,78.92581939697266,94747600,0.0,0.0
2020-02-14 00:00:00-05:00,78.89422750170591,79.19548537647773,78.43506373229454,78.94525146484375,80113600,0.0,0.0
2020-02-18 00:00:00-05:00,76.61539135590418,77.68192708006474,76.43318198824178,77.49971771240234,152531200,0.0,0.0
2020-02-19 00:00:00-05:00,77.74268368353454,78.85294816427883,77.74268368353454,78.62214660644531,93984000,0.0,0.0
2020-02-20 00:00:00-05:00,78.38162741760964,78.87237540713653,77.3078034073495,77.81555938720703,100566000,0.0,0.0
2020-02-21 00:00:00-05:00,77.40741721613844,77.85201234060355,75.43469780285128,76.05420684814453,129554000,0.0,0.0
2020-02-24 00:00:00-05:00,72.21809093869149,73.89927218972448,70.26723591941703,72.44159698486328,222195200,0.0,0.0
2020-02-25 00:00:00-05:00,73.11453422052959,73.49838528422858,69.51407604241301,69.9878158569336,230673600,0.0,0.0
2020-02-26 00:00:00-05:00,69.61127139696013,72.36870817005541,69.60398331830831,71.09809875488281,198054800,0.0,0.0
2020-02-27 00:00:00-05:00,68.29207996071155,69.48251314363536,66.31449718169252,66.45054626464844,320605600,0.0,0.0
2020-02-28 00:00:00-05:00,62.50025221622377,67.6385554997623,62.2840268493113,66.41167449951172,426510000,0.0,0.0
2020-03-02 00:00:00-05:00,68.57874117120816,73.23358365974926,67.47090889947629,72.59463500976562,341397200,0.0,0.0
2020-03-03 00:00:00-05:00,73.77536734454684,73.85553621045779,69.43391890589473,70.28909301757812,319475600,0.0,0.0
2020-03-04 00:00:00-05:00,72.01886735003644,73.70976836620322,71.21471719102264,73.54942321777344,219178400,0.0,0.0
2020-03-05 00:00:00-05:00,71.79534952023471,72.7744209254937,70.79684571065036,71.1636962890625,187572800,0.0,0.0
2020-03-06 00:00:00-05:00,68.51074149489992,70.6535260401931,68.32367582727727,70.2186508178711,226176800,0.0,0.0
2020-03-09 00:00:00-04:00,64.07696949985089,67.5608121841011,63.89476010790818,64.66490173339844,286744800,0.0,0.0
2020-03-10 00:00:00-04:00,67.3300001443454,69.58939303727469,65.44230660133874,69.32215118408203,285290000,0.0,0.0
2020-03-11 00:00:00-04:00,67.39075287348057,68.3212322165363,66.04725520576122,66.9145736694336,255598800,0.0,0.0
2020-03-12 00:00:00-04:00,62.17955623859568,65.59537401061138,60.250565757894904,60.30644226074219,418474000,0.0,0.0
2020-03-13 00:00:00-04:00,64.35393335429514,68.00540938687315,61.4531554433298,67.53166198730469,370732000,0.0,0.0
2020-03-16 00:00:00-04:00,58.78074574053364,62.942405493904495,58.30700208996455,58.84391403198242,322423600,0.0,0.0
2020-03-17 00:00:00-04:00,60.13152411847769,62.585274902506356,57.91828734590941,61.4312858581543,324056000,0.0,0.0
2020-03-18 00:00:00-04:00,58.25113092125165,60.736466075066666,57.60732215662013,59.92745590209961,300233600,0.0,0.0
2020-03-19 00:00:00-04:00,60.10236956557699,61.42642361595355,58.941088778701626,59.46828079223633,271857200,0.0,0.0
2020-03-20 00:00:00-04:00,60.0513424340969,61.181042654095215,55.391643663219554,55.69289779663086,401693200,0.0,0.0
2020-03-23 00:00:00-04:00,55.41109646620473,55.51313329042528,51.652723425644844,54.509765625,336752800,0.0,0.0
2020-03-24 00:00:00-04:00,57.42267493521064,60.17525155765079,56.92220713241407,59.97846603393555,287531200,0.0,0.0
2020-03-25 00:00:00-04:00,60.91866936456952,62.74076316410799,59.3516694383783,59.64806365966797,303602000,0.0,0.0
2020-03-26 00:00:00-04:00,59.89100489553818,62.84522326472186,59.85213267444205,62.78691864013672,252087200,0.0,0.0
2020-03-27 00:00:00-04:00,61.40455808271416,62.162547880502984,60.01976760326953,60.187400817871094,204216800,0.0,0.0
2020-03-30 00:00:00-04:00,60.91623038806383,62.077510999514764,60.59068020318022,61.9050178527832,167976400,0.0,0.0
2020-03-31 00:00:00-04:00,62.09696014187927,63.77085317683828,61.2223536075195,61.7786979675293,197002000,0.0,0.0
2020-04-01 00:00:00-04:00,59.886154074244196,60.425494176264635,58.09564428473378,58.5280876159668,176218400,0.0,0.0
2020-04-02 00:00:00-04:00,58.38960956978753,59.55817861263245,57.553875182946484,59.504730224609375,165934000,0.0,0.0
2020-04-03 00:00:00-04:00,58.98726128031694,59.691802859942804,58.05677810126873,58.649566650390625,129880000,0.0,0.0
2020-04-06 00:00:00-04:00,60.95510622630932,63.92147268414862,60.58583124007948,63.7659912109375,201820400,0.0,0.0
2020-04-07 00:00:00-04:00,65.78973618510182,66.00839339127049,62.92297799130032,63.027442932128906,202887200,0.0,0.0
2020-04-08 00:00:00-04:00,63.83158830415397,64.95642874150907,63.464745123474984,64.6406021118164,168895200,0.0,0.0
2020-04-09 00:00:00-04:00,65.27953725570406,65.6123718043816,64.30775408800689,65.10704040527344,161834800,0.0,0.0
2020-04-13 00:00:00-04:00,65.18481070772222,66.49429260465944,64.58230223555258,66.38496398925781,131022800,0.0,0.0
2020-04-14 00:00:00-04:00,68.02483698264969,70.02914021517418,67.55108961658726,69.73760223388672,194994800,0.0,0.0
2020-04-15 00:00:00-04:00,68.60791725112617,69.56269281105895,68.17790569868288,69.1010971069336,131154400,0.0,0.0
2020-04-16 00:00:00-04:00,69.81777971437695,70.01699709120813,68.59576238272669,69.650146484375,157125200,0.0,0.0
2020-04-17 00:00:00-04:00,69.1642493049272,69.71330925617515,67.26197929396938,68.705078125,215250000,0.0,0.0
2020-04-20 00:00:00-04:00,67.52679355095263,68.43297671339393,67.25955166646024,67.27898406982422,130015200,0.0,0.0
2020-04-21 00:00:00-04:00,67.12107374662952,67.35673149875346,64.48511000316932,65.19937133789062,180991600,0.0,0.0
2020-04-22 00:00:00-04:00,66.47239906793473,67.51463866177296,66.12985200256384,67.07733917236328,116862400,0.0,0.0
2020-04-23 00:00:00-04:00,67.02144874130053,68.44997106278247,66.77850297000406,66.81737518310547,124814400,0.0,0.0
2020-04-24 00:00:00-04:00,67.34460380679306,68.75611883735412,67.29601166304893,68.74639892578125,126161200,0.0,0.0
2020-04-27 00:00:00-04:00,68.46214085181369,69.12781755437949,68.01269693902715,68.79498291015625,117087600,0.0,0.0
2020-04-28 00:00:00-04:00,69.2590190731977,69.44122851178182,67.5875573844478,67.67987060546875,112004800,0.0,0.0
2020-04-29 00:00:00-04:00,69.17398672348229,70.37414002699974,68.96991306323223,69.90282440185547,137280800,0.0,0.0
2020-04-30 00:00:00-04:00,70.4445760159148,71.55484032075456,70.05343675937974,71.37748718261719,183064000,0.0,0.0
2020-05-01 00:00:00-04:00,69.54326902774696,72.64082948225796,69.44609214337082,70.22837829589844,240616800,0.0,0.0
2020-05-04 00:00:00-04:00,70.25264863684093,71.35076111488053,69.56025154134068,71.22200012207031,133568000,0.0,0.0
2020-05-05 00:00:00-04:00,71.68359006518509,73.12668876890349,71.53782109644345,72.29095458984375,147751200,0.0,0.0
2020-05-06 00:00:00-04:00,72.99550014695852,73.67088924059446,72.60921717678971,73.03680419921875,142333600,0.0,0.0
2020-05-07 00:00:00-04:00,73.66604447823067,74.13979187417405,73.36236215111808,73.79237365722656,115215200,0.0,0.0
2020-05-08 00:00:00-04:00,74.45498205466502,75.60235253123315,74.12611582186314,75.54875946044922,133838400,0.205,0.0
2020-05-11 00:00:00-04:00,75.05422519130572,77.23447163035509,74.84472235640838,76.7375259399414,145946400,0.0,0.0
2020-05-12 00:00:00-04:00,77.42447988519703,77.87758616003143,75.73874820389301,75.86054992675781,162301200,0.0,0.0
2020-05-13 00:00:00-04:00,76.04082627706647,76.96652397961965,73.86301052868956,74.94461059570312,200622400,0.0,0.0
2020-05-14 00:00:00-04:00,74.1797114974989,75.46593780729032,73.45377031942287,75.40503692626953,158929200,0.0,0.0
2020-05-15 00:00:00-04:00,73.16631038114848,75.0055137738857,73.13220232382433,74.959228515625,166348400,0.0,0.0
2020-05-18 00:00:00-04:00,76.28931213886284,77.10050853103726,75.59504066999202,76.72535705566406,135178400,0.0,0.0
2020-05-19 00:00:00-04:00,76.74242742073746,77.59260144638077,76.2503509173153,76.28202056884766,101729600,0.0,0.0
2020-05-20 00:00:00-04:00,77.14434774630136,77.83618073277223,77.10537029765943,77.76554107666016,111504800,0.0,0.0
2020-05-21 00:00:00-04:00,77.62667450841661,78.16991286590262,76.94701881675975,77.18575286865234,102688800,0.0,0.0
2020-05-22 00:00:00-04:00,76.92267483121685,77.76554829725728,76.82036552394693,77.68272399902344,81803200,0.0,0.0
2020-05-26 00:00:00-04:00,78.80572515787038,78.98598935270707,77.10050081133224,77.15653228759766,125522000,0.0,0.0
2020-05-27 00:00:00-04:00,77.01282211981075,77.63887753036026,76.26982690652362,77.49271392822266,112945200,0.0,0.0
2020-05-28 00:00:00-04:00,77.16630423118309,78.79114339916505,76.88860001262842,77.52684020996094,133560800,0.0,0.0
